Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82155292	+33284	1013783	+570	80016231	+53925	1125278	1592	245640	3031	992492168	2967504	334453530	North America
India	43038016	+1088	521746	+23	42505410	+1081	10860	698	30651	372	794118951	565562	1404124784	Asia
Brazil	30183929	+22724	661552	+163	29126303	+49329	396074	8318	140230	3073	63776166	296295	215245721	South America
France	27163629	+190762	143625	+159	24344210	+145382	2675794	1541	414520	2192	260504402	3975327	65530304	Europe
Germany	22936514	+164628	132599	+288	18893100	+274700	3910815	1980	272210	1574	122332384	1451840	84260248	Europe
UK	21696145	+36532	170395	+288	19892105	+91448	1633645	378	316639	2487	511253697	7461377	68520023	Europe
Russia	18018825	+10910	372245	+281	17271128	+31271	375452	2300	123378	2549	273400000	1872017	146045714	Europe
S. Korea	15635274	+210676	19850	+171	N/A	N/A	N/A	1005	304498	387	15804065	307786	51347631	Asia
Italy	15405358	+84192	161032	+169	14015032	+87904	1229294	463	255463	2670	207155729	3435204	60303766	Europe
Turkey	14972502	+6635	98462	+25	14673980	+12152	200060	975	174195	1146	156329493	1818791	85952426	Asia
Spain	11662214	+8681	103266	+39	11120708	+19810	438240	368	249262	2207	471036328	10067681	46786975	Europe
Vietnam	10272964	+22804	42858	+28	8757107	+202184	1472999	1237	103877	433	85106796	860572	98895617	Asia
Argentina	9056203	+2077	128268	+35	8888514	+1515	39421	424	197161	2792	35657472	776292	45933081	South America
Netherlands	8001806	+6267	22117	+16	7146082	+52323	833607	101	465160	1286	21107399	1227012	17202278	Europe
Iran	7197505	+2737	140678	+28	6927042	+4413	129785	1411	83785	1638	50079995	582976	85904040	Asia
Japan	7072699	+33136	28721	+37	6546376	+36778	497602	467	56227	228	44834262	356427	125788137	Asia
Colombia	6088619	+284	139729	+4	5921750	+267	27140	342	117434	2695	34183285	659310	51847041	South America
Indonesia	6035358	+1455	155717	+43	5811666	+3286	67975	2771	21658	559	93452538	335357	278665486	Asia
Poland	5980217	+1620	115696	+61	5333816	+79	530705	268	158320	3063	35878475	949847	37772917	Europe
Mexico	5723214	+281	323727	+2	5023414	+1220	376073	4798	43575	2465	15675589	119350	131340943	North America
Australia	5153619	+46008	6609	+40	4692067	+67490	454943	130	198019	254	67815935	2605715	26025848	Australia/Oceania
Ukraine	4987285	+2135	108167	+28	N/A	N/A	N/A	177	115268	2500	19521252	451184	43266690	Europe
Malaysia	4342559	+9002	35341	+30	4180763	+16986	126455	151	131183	1068	57608005	1740257	33103161	Asia
Israel	4011666	+5489	10601	+10	3941841	N/A	59224	229	430159	1137	41373364	4436346	9326000	Asia
Austria	4004069	+8651	16286	+44	3819238	+19299	168545	192	440116	1790	179667360	19748523	9097762	Europe
Belgium	3943831	N/A	31079	N/A	3617125	+18451	295627	173	337677	2661	33220032	2844352	11679299	Europe
Thailand	3925854	+19982	26292	+101	3662166	+28057	237396	1496	55995	375	17270775	246333	70111373	Asia
Czechia	3868499	+4736	39934	+14	3790299	+5689	38266	70	360051	3717	54938558	5113273	10744303	Europe
South Africa	3733919	+1291	100116	+18	3622097	+1014	11706	175	61577	1651	24094335	397347	60637961	Africa
Portugal	3697653	+11162	21958	+23	N/A	N/A	N/A	61	364522	2165	40534335	3995951	10143853	Europe
Philippines	3681850	+204	59778	+1	3595817	+1301	26255	289	32823	533	29202370	260332	112173722	Asia
Canada	3590601	+11090	38095	+51	3356639	+11999	195867	407	93675	994	60047384	1566571	38330466	North America
Peru	3552467	+667	212528	+21	N/A	N/A	N/A	378	105139	6290	29255017	865833	33788298	South America
Switzerland	3551790	+4945	13767	+1	3105701	+48147	432322	103	405125	1570	20548491	2343806	8767147	Europe
Chile	3515878	+1587	57094	+13	3244666	+15231	214118	414	181157	2942	36191093	1864758	19407929	South America
Greece	3195887	+15331	28274	+69	3002224	+21021	165389	356	309303	2736	76926444	7445062	10332546	Europe
Denmark	2940998	+2511	5932	+11	2898131	+4237	36935	22	504592	1018	127005063	21790475	5828467	Europe
Romania	2875942	+2067	65258	+35	2606660	N/A	204024	253	151289	3433	22371077	1176833	19009562	Europe
Sweden	2495315	+740	18572	+3	2450543	+780	26200	22	244370	1819	18445431	1806388	10211225	Europe
Iraq	2322303	+222	25186	N/A	2289838	+637	7279	35	55522	602	18403689	440002	41826345	Asia
Serbia	1991620	+1109	15899	+9	1948245	N/A	27476	23	229587	1833	9326796	1075159	8674805	Europe
Bangladesh	1952131	+42	29124	N/A	1889605	+305	33402	1283	11647	174	13900274	82934	167606297	Asia
Hungary	1874206	+1542	45812	+31	1735929	+4113	92465	51	194890	4764	11225020	1167237	9616742	Europe
Slovakia	1754579	+3014	19618	+23	1677165	+6535	57796	130	321096	3590	6987643	1278771	5464344	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163169	1353	16670254	1605501	10383207	Asia
Georgia	1651969	+392	16779	+2	1631846	+131	3344	N/A	415532	4221	16602816	4176227	3975554	Asia
Pakistan	1526728	+62	30362	+1	1486960	+81	9406	269	6681	133	27784557	121588	228514903	Asia
Ireland	1494814	+1748	6903	+19	1344749	+5454	143162	53	296835	1371	11942846	2371570	5035840	Europe
Norway	1417631	+919	2783	+15	N/A	N/A	N/A	20	257910	506	11002430	2001677	5496606	Europe
Kazakhstan	1305315	+11	13660	N/A	1290679	+151	976	24	68070	712	11575012	603621	19175968	Asia
Hong Kong	1193023	+1433	8886	+59	N/A	N/A	N/A	115	156871	1168	44972952	5913514	7605115	Asia
Morocco	1164135	+83	16061	N/A	1147355	+84	719	293	30889	426	11237010	298157	37688292	Africa
