Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	50422410	N/A	813904	N/A	39815866	N/A	9792640	14473	151062	2438	768344446	2301903	333786570	North America
India	34666241	N/A	474111	N/A	34097388	+8251	94742	8944	24771	339	651950127	465859	1399457705	Asia
Brazil	22167781	N/A	616298	N/A	21399316	N/A	152167	8318	103237	2870	63776166	297011	214726349	South America
UK	10610958	N/A	145987	N/A	9340390	N/A	1124581	880	155137	2134	371694121	5434323	68397507	Europe
Russia	9895597	N/A	284823	N/A	8602067	N/A	1008707	2300	67767	1951	229200000	1569602	146024245	Europe
Turkey	8964711	N/A	78407	N/A	8516522	N/A	369782	1128	104679	916	110515595	1290464	85640173	Asia
France	8048931	N/A	120032	N/A	7231292	N/A	697607	2426	122921	1833	170480237	2603518	65480724	Europe
Germany	6339593	N/A	104932	N/A	5225700	N/A	1008961	4636	75320	1247	85782441	1019178	84168260	Europe
Iran	6144644	N/A	130446	N/A	5943467	N/A	70731	3185	71839	1525	39632983	463360	85533945	Asia
Argentina	5348123	N/A	116708	N/A	5206911	N/A	24504	692	116796	2549	26536077	579511	45790446	South America
Spain	5246766	N/A	88237	N/A	4937402	N/A	221127	814	112156	1886	66213858	1415408	46780761	Europe
Italy	5152264	N/A	134472	N/A	4768578	N/A	249214	791	85395	2229	123896511	2053502	60334252	Europe
Colombia	5086381	N/A	128929	N/A	4927104	N/A	30348	342	98458	2496	28478384	551261	51660442	South America
Indonesia	4258340	N/A	143909	N/A	4109068	N/A	5363	N/A	15336	518	56927434	205018	277670368	Asia
Mexico	3908534	+3215	295893	+292	3264585	+2163	348056	4798	29865	2261	12000517	91695	130874890	North America
Poland	3732589	N/A	86796	N/A	3194731	N/A	451062	2026	98779	2297	25210982	667184	37787133	Europe
Ukraine	3532357	+12376	89901	+465	3133970	+24547	308486	177	81472	2074	16199355	373630	43356666	Europe
South Africa	3071064	N/A	90038	N/A	2867966	N/A	113060	546	50862	1491	19912794	329788	60380554	Africa
Philippines	2835593	N/A	49761	N/A	2773322	N/A	12510	899	25392	446	24522686	219597	111671566	Asia
Netherlands	2808892	N/A	19842	N/A	2192972	N/A	596078	633	163410	1154	19205114	1117274	17189264	Europe
Malaysia	2673019	N/A	30746	N/A	2581395	N/A	60878	428	81098	933	38730402	1175058	32960404	Asia
Czechia	2298441	+16179	34129	+47	1972936	+493	291376	1072	214058	3178	45172922	4207030	10737484	Europe
Peru	2248447	N/A	201490	N/A	N/A	N/A	N/A	987	66858	5991	20674445	614759	33630136	South America
